journal	n	included
6011	61	0
6012	1	0
6013	5	0
6014	6	0
6015	34	1
6016	2	1
6017	2	0
6018	8	0
6019	2	0
6020	15	0
6021	149	118
6022	21	13
6023	5	0
6024	18	5
6025	15	0
6026	4	1
6027	93	56
6028	10	0
6029	4	1
6030	300	1
6031	12	11
6032	5	2
6033	43	0
6034	1	1
6035	3	0
6036	2	0
6037	15	0
6038	230	1
6040	37	0
6041	5	0
6042	4	0
6043	1	0
6044	1	0
6045	81	0
6046	362	186
6047	2	0
6048	127	0
6049	13	0
6050	10	0
6051	1	0
6052	29	0
6053	7	0
6054	6	0
6055	7	2
6056	57	0
6057	7	6
6058	1	0
6059	2375	1204
6061	2	0
6062	1	1
6063	72	0
6064	4	2
6065	1	0
6066	24	0
6067	9	0
6068	52	0
6069	39	0
6070	6	0
6071	2	2
6073	1	0
6075	52	0
6077	1	0
6079	4	1
6080	1	0
6081	1	0
6082	1	0
6083	2	1
6084	166	105
6085	3	0
6086	153	57
6087	4	0
6088	504	346
6089	1241	828
6090	1	0
6091	115	0
6092	80	68
6093	1	0
6094	7	1
6095	1	1
6096	2	0
6097	760	474
6098	97	0
6099	181	10
6100	2	0
6101	1	0
6102	44	0
6103	27	9
6104	111	8
6105	12	0
6106	1	0
6107	5	2
6108	6	0
6109	6	0
6110	3	0
6111	8	0
6112	3	0
6113	1	0
6114	1	0
6115	274	227
6117	1	0
6118	2	1
6119	5	0
6120	1	0
6121	1	0
6122	125	0
6123	404	333
6124	3	0
6125	1	0
6126	2	0
6127	71	0
6128	1	1
6129	3	0
6130	5	0
6131	15	7
6132	1	1
6133	3	0
6134	3	0
6135	28	0
6136	1	0
6137	1	0
6138	3	0
6139	3	0
6140	323	187
6141	36	0
6142	1	1
6143	2	0
6144	1	0
6145	12	0
6146	33	0
6147	1	0
6148	49	0
6149	3	2
6150	2	0
6151	1	0
6152	1	0
6153	49	33
6154	3	0
6155	2	1
6156	6	0
6158	70	25
6159	3	0
6160	40	28
6161	1	0
6162	2	0
6163	1	1
6164	97	0
6165	2	1
6166	82	0
6167	22	0
6169	47	1
6170	1	0
6171	1	0
6172	5	4
6173	2	0
6174	90	69
6175	5	3
6176	4	0
6177	115	70
6178	1	0
6179	3	2
6180	12	9
6181	5	5
6183	59	12
6184	2	0
6185	79	0
6186	1	0
6187	240	0
6188	122	0
6189	46	0
6190	9	9
6191	33	28
6192	49	0
6193	115	14
6194	2	1
6195	1	0
6196	24	0
6198	5	0
6199	7	0
6201	11	0
6202	2	0
6203	2	0
6204	42	0
6205	27	0
6206	28	18
6207	126	72
6208	23	0
6209	38	15
6210	12	0
6211	1	0
6212	4	0
6213	514	332
6214	155	85
6215	122	43
6216	316	181
6217	1	0
6218	34	0
6219	78	48
6220	1	0
6221	95	27
6222	1	0
6223	3	0
6224	2	2
6225	1	0
6226	1	0
6227	38	0
6228	31	0
6229	6	2
6230	47	0
6231	4	0
6232	45	0
6233	20	0
6234	113	82
6235	201	3
6236	1	1
6237	1	0
6238	1	0
6239	2	0
6240	4	0
6242	82	0
6243	1	0
6244	121	0
6245	95	0
6246	1	0
6247	1	0
6248	1	0
6249	1	0
6250	1	0
6251	2	0
6252	81	45
6253	2	0
6254	24	18
6255	1	0
6256	5	0
6257	1	1
6258	75	19
6259	1	0
6260	1	0
6261	1	0
6262	139	0
6263	1	0
6264	6	3
6265	1	0
6266	1	0
6267	1	0
6268	46	30
6269	206	0
6270	2	0
6271	1	0
6272	40	0
6273	14	0
6274	1	0
6275	1	0
6276	5	0
6277	2	0
6279	6	0
6280	134	95
6281	69	0
6282	1	0
6283	6	1
6284	1	1
6285	13	0
6286	1	0
6287	75	38
6288	67	0
6289	3	0
6290	81	0
6291	57	0
6292	1	0
6293	7	4
6294	4	0
6295	2	0
6297	1	0
6298	16	10
6300	34	0
6301	25	0
6302	6	0
6303	32	0
6305	2	0
6306	65	0
6307	444	211
6308	58	0
6309	452	273
6310	233	113
6311	3	0
6312	1	1
6313	4	0
6314	47	0
6315	2	0
6316	25	13
6317	13	0
6318	5	0
6319	8	7
6320	1	0
6321	2	0
6322	1	0
6323	7	0
6324	2	0
6325	1	0
6326	3	0
6327	1	0
6328	5	0
6329	1	0
6330	7	0
6331	1	0
6332	2	0
6333	1	0
6334	2	0
6335	13	7
6336	72	2
6337	148	102
6338	65	0
6339	4	0
6340	2	0
6341	75	5
6342	16	0
6343	2	0
6344	28	19
6345	54	39
6346	90	0
6347	223	169
6348	35	0
6349	20	0
6350	8	0
6351	10	0
6352	2	0
6353	1	0
6354	24	0
6355	7	0
6356	56	0
6357	98	0
6358	9	0
6359	14	0
6360	20	13
6361	23	11
6362	18	0
6363	33	0
6364	2	0
6365	1	0
6366	2	0
6367	5	0
6368	25	0
6369	10	0
6370	3	0
6371	50	0
6372	83	26
6374	9	5
6375	1	0
6376	2	0
6377	64	0
6378	23	18
6379	60	43
6380	52	0
6381	6	0
6382	1	0
6383	4	0
6384	1	0
6385	1	0
6386	7	5
6387	9	0
6388	11	0
6389	7	0
6390	8	0
6391	1	0
6392	2	0
6393	132	0
6394	1	0
6395	1	0
6396	87	56
6397	71	46
6398	74	50
6399	85	50
6400	89	40
6401	2	1
6402	159	89
6403	79	46
6404	1	1
6405	41	0
6406	6	0
6407	6	0
6408	3	3
6409	86	59
6410	112	76
6411	2	0
6412	85	52
6413	1	0
6414	24	18
6415	5	0
6416	21	0
6417	6	0
6418	1	0
6419	1	0
6420	1	0
6421	1	0
6422	2	0
6423	3	0
6424	1	0
6425	11	0
6426	8	0
6427	1	0
6428	28	20
6429	1	1
6430	77	55
6431	5	0
6432	17	9
6433	4	2
6434	6	0
6435	16	8
6436	24	12
6437	1	0
6438	8	0
6439	2	0
6440	19	0
6441	1	0
6442	1	0
6443	37	1
6444	15	0
6445	1	0
6446	1	0
6447	1	0
6448	1	0
6449	34	0
6450	3	0
6451	2	0
6452	16	0
6454	3	0
6455	1	0
6456	4	0
6457	3	3
6458	23	14
6459	1	0
6460	1	0
6461	14	0
6462	2	0
6463	6	0
6464	15	13
6465	4	0
6466	2	0
6468	11	0
6469	358	0
6470	4	0
6471	30	0
6472	1	0
6473	2	0
6475	11	0
6476	2	0
6477	23	8
6478	1	0
6479	1	0
6480	10	0
6481	1	0
6482	3	0
6483	1	0
6484	1	0
6485	2	0
6486	12	0
6487	1	1
